uid,genre,aired,episodes,score,start,end
34353,"['Comedy', 'Parody', 'Super Power']","Sep 21, 2006 to Dec 22, 2006",4.0,5.17,"Sep 21, 2006","Dec 22, 2006"
32892,"['Comedy', 'Parody', 'Super Power']","Apr 7, 2016 to Apr 7, 2017",47.0,5.44,"Apr 7, 2016","Apr 7, 2017"
2463,"['Action', 'Comedy', 'Shounen']","Sep 10, 1986 to Mar 12, 1999",12.0,6.67,"Sep 10, 1986","Mar 12, 1999"
30470,"['Comedy', 'Parody', 'Super Power']","Apr 3, 2015 to Mar 4, 2016",38.0,4.97,"Apr 3, 2015","Mar 4, 2016"
23581,"['Adventure', 'Drama', 'Historical', 'Slice of Life']",2001,2.0,6.67,2001,
34369,"['Comedy', 'Parody', 'Super Power']","Dec 18, 2009 to Mar 19, 2010",5.0,5.43,"Dec 18, 2009","Mar 19, 2010"
26217,"['Drama', 'Kids']",2006,1.0,6.37,2006,
22327,"['Adventure', 'Music', 'Fantasy']","Jul 10, 1999",1.0,6.37,"Jul 10, 1999",
34340,['Historical'],1970,1.0,5.9,1970,
31235,"['Drama', 'Historical']","Aug 22, 2015",1.0,6.89,"Aug 22, 2015",
33580,"['Historical', 'Kids', 'Music']","Apr 2, 2008",1.0,4.82,"Apr 2, 2008",
34184,"['Drama', 'Kids']",2015,1.0,6.9,2015,
24089,"['Action', 'Comedy', 'Seinen']","Feb 10, 1992",1.0,6.32,"Feb 10, 1992",
36592,"['Action', 'Drama', 'Shounen']","Oct 17, 2017",1.0,5.5,"Oct 17, 2017",
28563,"['Kids', 'Drama']","Dec, 2007",1.0,6.61,"Dec, 2007",
36970,"['Music', 'Kids']","Aug 3, 2015",1.0,5.88,"Aug 3, 2015",
11203,"['Adventure', 'Comedy', 'Game', 'Kids']","Apr 3, 2000 to Jan 2, 2001",104.0,5.84,"Apr 3, 2000","Jan 2, 2001"
16552,['Sports'],"Dec 23, 1995",1.0,5.42,"Dec 23, 1995",
25805,"['Adventure', 'Fantasy', 'Kids']","Jul 18, 2015",1.0,6.67,"Jul 18, 2015",
22459,"['Fantasy', 'Kids']","Jul 21, 1994",1.0,6.33,"Jul 21, 1994",
3827,"['Action', 'Shounen', 'Sports']","Sep 12, 1977 to Mar 27, 1978",28.0,6.67,"Sep 12, 1977","Mar 27, 1978"
33850,"['Fantasy', 'Historical', 'Josei', 'Romance']","Apr 8, 2018 to Jun 24, 2018",12.0,6.67,"Apr 8, 2018","Jun 24, 2018"
18829,['Kids'],"Apr 21, 1993",1.0,5.83,"Apr 21, 1993",
1670,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Sports', 'Shounen']","Aug 17, 2002",1.0,6.66,"Aug 17, 2002",
29541,"['Fantasy', 'Music']",1998,1.0,5.82,1998,
32622,"['Adventure', 'Fantasy', 'Kids']","Jul 21, 1990",1.0,5.91,"Jul 21, 1990",
29537,"['Kids', 'Fantasy']","Nov 1, 1993",1.0,6.68,"Nov 1, 1993",
29539,"['Kids', 'Fantasy']","Oct 21, 1998",1.0,6.54,"Oct 21, 1998",
29535,['Kids'],"Oct 21, 1998",1.0,6.29,"Oct 21, 1998",
35920,['Slice of Life'],"Jul 18, 2011 to Feb 1, 2016",122.0,5.45,"Jul 18, 2011","Feb 1, 2016"
37944,"['Kids', 'Music']","Sep 5, 2014 to Nov 28, 2014",13.0,4.4,"Sep 5, 2014","Nov 28, 2014"
37942,"['Kids', 'Music']","Feb 26, 2010 to Feb 25, 2011",13.0,4.38,"Feb 26, 2010","Feb 25, 2011"
24465,"['Comedy', 'Kids']","Feb 14, 1998 to Feb 6, 1999",42.0,6.31,"Feb 14, 1998","Feb 6, 1999"
35105,"['Historical', 'Kids']",1994,1.0,7.85,1994,
24257,"['Historical', 'Romance']","Jun 29, 1990",1.0,5.18,"Jun 29, 1990",
35140,"['Comedy', 'Historical', 'Parody', 'Horror', 'Supernatural']","Mar 17, 2017 to Apr 1, 2019",2.0,4.8100000000000005,"Mar 17, 2017","Apr 1, 2019"
28749,['Historical'],"Apr 2, 2013",1.0,6.6,"Apr 2, 2013",
36376,"['Music', 'Kids']","Oct 1, 1994",1.0,5.0,"Oct 1, 1994",
37217,['Music'],"Feb 27, 2015",1.0,4.5,"Feb 27, 2015",
21121,"['Romance', 'Seinen']","Oct 22, 2003",1.0,6.24,"Oct 22, 2003",
40555,['Music'],"Apr 25, 2014",1.0,5.05,"Apr 25, 2014",
23015,"['Kids', 'Adventure', 'Comedy']","Oct 5, 1972 to Mar 29, 1973",26.0,5.8,"Oct 5, 1972","Mar 29, 1973"
10602,['Historical'],"May 14, 2011",1.0,5.16,"May 14, 2011",
10603,['Historical'],2009,1.0,5.75,2009,
33059,"['Music', 'Kids']","Aug 1, 2003",1.0,4.79,"Aug 1, 2003",
26141,"['Historical', 'Kids']",1999,1.0,7.5,1999,
38327,"['Kids', 'Music']","Oct 2, 1986",1.0,4.55,"Oct 2, 1986",
17667,"['Comedy', 'School']","May 5, 1966 to Aug 31, 1967",70.0,5.69,"May 5, 1966","Aug 31, 1967"
39262,['Kids'],1992,1.0,7.38,1992,
39261,['Kids'],1999,1.0,7.29,1999,
39260,['Kids'],1999,1.0,7.29,1999,
24877,"['Comedy', 'Kids']","Aug 23, 1988",1.0,6.09,"Aug 23, 1988",
28759,"['Adventure', 'Fantasy']",2011,1.0,6.9,2011,
11545,"['Historical', 'Drama']","Oct 9, 1990 to Apr 30, 1991",16.0,5.91,"Oct 9, 1990","Apr 30, 1991"
30861,[],2000 to 2014,12.0,6.79,2000,2014
12643,"['Comedy', 'Sci-Fi']","Jan 22, 2012",1.0,5.9,"Jan 22, 2012",
28575,"['Drama', 'Historical', 'Kids']",1995,1.0,7.12,1995,
38861,['Dementia'],2010,1.0,3.25,2010,
34831,"['Slice of Life', 'Comedy']","Oct 6, 1997 to Jan 22, 1998",70.0,5.76,"Oct 6, 1997","Jan 22, 1998"
29269,"['Kids', 'Sci-Fi']","Nov 21, 1992",1.0,6.15,"Nov 21, 1992",
29267,"['Kids', 'Sci-Fi']","Sep 21, 1992",1.0,5.89,"Sep 21, 1992",
29273,"['Kids', 'Historical']","Jun 21, 1993",1.0,6.0,"Jun 21, 1993",
29271,"['Kids', 'Parody']","Mar 10, 1993",1.0,6.43,"Mar 10, 1993",
9811,"['Comedy', 'Fantasy']","Oct 10, 1998 to Sep 25, 1999",43.0,6.6,"Oct 10, 1998","Sep 25, 1999"
26341,"['Kids', 'Drama']",2000,1.0,6.13,2000,
30927,"['Drama', 'Fantasy', 'Kids']",2010,1.0,5.94,2010,
17263,"['Comedy', 'Kids']","Apr 12, 2013",1.0,5.72,"Apr 12, 2013",
23709,['Fantasy'],2004,1.0,5.08,2004,
34226,['Kids'],1998,1.0,6.08,1998,
39097,"['Drama', 'Military', 'Music']",2008,1.0,4.84,2008,
20239,"['Comedy', 'Seinen', 'Slice of Life']","Oct 3, 1976 to Mar 27, 1977",25.0,5.8,"Oct 3, 1976","Mar 27, 1977"
25095,"['Adventure', 'Kids']",1990,3.0,7.07,1990,
37069,"['Game', 'Music', 'Kids']","Dec 10, 1979",1.0,4.35,"Dec 10, 1979",
40164,"['Music', 'Dementia', 'Drama']",2006,1.0,4.63,2006,
19463,"['Adventure', 'Comedy']","Jun 29, 1996",1.0,5.67,"Jun 29, 1996",
35452,"['Comedy', 'Parody']","Jul 14, 2016 to Dec 15, 2016",6.0,6.06,"Jul 14, 2016","Dec 15, 2016"
36362,"['Music', 'Kids']","Feb 2, 1996",1.0,4.59,"Feb 2, 1996",
17831,"['Comedy', 'Supernatural']","Jul 2, 2013 to Sep 17, 2013",12.0,6.65,"Jul 2, 2013","Sep 17, 2013"
11673,"['Kids', 'Adventure']","Oct 22, 2011",1.0,6.14,"Oct 22, 2011",
16756,"['Action', 'Kids', 'Adventure', 'Fantasy']","Jul 8, 2011",1.0,6.65,"Jul 8, 2011",
19495,"['Slice of Life', 'Comedy', 'Romance', 'School']","Jul 15, 2013 to Dec 29, 2014",3.0,5.57,"Jul 15, 2013","Dec 29, 2014"
34972,['Drama'],"Jun 21, 2019",1.0,7.19,"Jun 21, 2019",
31255,"['Comedy', 'School']","Aug 10, 2014",1.0,4.74,"Aug 10, 2014",
2086,"['Adventure', 'Fantasy', 'Comedy', 'Shounen']","Jun 23, 1993 to Sep 22, 1993",3.0,6.65,"Jun 23, 1993","Sep 22, 1993"
35297,"['Comedy', 'Parody', 'Fantasy']","Jan 17, 2006 to Jul 28, 2006",7.0,6.08,"Jan 17, 2006","Jul 28, 2006"
30411,['Comedy'],"Apr 3, 2015 to Apr 1, 2016",52.0,4.73,"Apr 3, 2015","Apr 1, 2016"
31848,"['Slice of Life', 'Comedy', 'Romance']","Jan 8, 2016 to Mar 25, 2016",12.0,6.65,"Jan 8, 2016","Mar 25, 2016"
9807,['Kids'],"Aug 5, 1996 to Jun 27, 1997",140.0,5.5600000000000005,"Aug 5, 1996","Jun 27, 1997"
39900,"['Kids', 'Music', 'Slice of Life']","Jun 1, 2000",1.0,4.28,"Jun 1, 2000",
38925,['Slice of Life'],"Dec 28, 2018",1.0,5.42,"Dec 28, 2018",
38097,"['Historical', 'Kids', 'Sci-Fi']","Aug 1, 2018",3.0,4.24,"Aug 1, 2018",
10964,"['Action', 'Drama', 'Sports']","Apr 14, 1990",1.0,6.0,"Apr 14, 1990",
37667,"['Horror', 'Parody', 'Supernatural']","Apr 9, 2015 to Aug 11, 2016",7.0,4.97,"Apr 9, 2015","Aug 11, 2016"
30064,"['Fantasy', 'Kids']","Nov 21, 1997 to Jun 20, 1998",4.0,5.64,"Nov 21, 1997","Jun 20, 1998"
16762,"['Action', 'Psychological', 'Supernatural', 'Shounen']","Jun 19, 2013",1.0,7.52,"Jun 19, 2013",
14527,"['Action', 'Comedy', 'Ecchi', 'Martial Arts', 'School', 'Shounen', 'Super Power']","Oct 11, 2012 to Dec 27, 2012",12.0,7.52,"Oct 11, 2012","Dec 27, 2012"
21105,"['Comedy', 'Romance', 'Shounen Ai']","Jul 10, 2014 to Sep 11, 2014",10.0,7.52,"Jul 10, 2014","Sep 11, 2014"
17187,"['Sci-Fi', 'Police', 'Psychological', 'Mecha']","Jun 22, 2013",1.0,7.52,"Jun 22, 2013",
35039,"['Kids', 'Fantasy']","Dec 21, 1993 to ?",7.0,6.28,"Dec 21, 1993",?
17947,"['Action', 'Drama', 'Magic', 'Sci-Fi']","Jul 22, 2017",1.0,7.52,"Jul 22, 2017",
33756,"['Action', 'Supernatural', 'Fantasy']","Jun, 2016 to Nov 28, 2016",20.0,6.83,"Jun, 2016","Nov 28, 2016"
8841,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Magic', 'Supernatural']","Jan 11, 2011 to Mar 30, 2011",12.0,7.52,"Jan 11, 2011","Mar 30, 2011"
4417,['Comedy'],"Apr 25, 2008 to Jul 3, 2008",6.0,5.55,"Apr 25, 2008","Jul 3, 2008"
32953,['Music'],"Apr 27, 2016",1.0,7.52,"Apr 27, 2016",
28353,"['Slice of Life', 'Drama']",1993,1.0,6.67,1993,
31798,"['Sci-Fi', 'Drama', 'Romance']","Apr 9, 2016 to Jun 25, 2016",12.0,7.52,"Apr 9, 2016","Jun 25, 2016"
15479,"['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']","Jul 23, 2003 to Feb 11, 2004",26.0,6.23,"Jul 23, 2003","Feb 11, 2004"
30512,"['Comedy', 'Super Power', 'Seinen']","Oct 5, 2015",2.0,5.28,"Oct 5, 2015",
2458,"['Magic', 'Comedy', 'Romance', 'School', 'Drama']","Mar 1, 1989 to Apr 1, 1991",8.0,7.52,"Mar 1, 1989","Apr 1, 1991"
22763,"['Drama', 'Mystery', 'Seinen', 'Supernatural']","Sep 28, 2013",1.0,7.52,"Sep 28, 2013",
5291,['Martial Arts'],"Oct 11, 2008",1.0,7.52,"Oct 11, 2008",
18507,"['Slice of Life', 'Comedy', 'Sports', 'Drama', 'School']","Jul 4, 2013 to Sep 26, 2013",12.0,7.52,"Jul 4, 2013","Sep 26, 2013"
22821,"['Comedy', 'Parody', 'Super Power']","Apr 11, 2014 to Mar 6, 2015",38.0,5.77,"Apr 11, 2014","Mar 6, 2015"
30753,"['Parody', 'Comedy']","Jun 10, 2010",1.0,5.55,"Jun 10, 2010",
39448,['Comedy'],"May 22, 2018 to Jul 9, 2018",4.0,5.31,"May 22, 2018","Jul 9, 2018"
35756,"['Slice of Life', 'Comedy']","Apr 5, 2018 to Jun 21, 2018",12.0,7.52,"Apr 5, 2018","Jun 21, 2018"
39562,['Slice of Life'],"Mar 19, 2019",4.0,5.58,"Mar 19, 2019",
26099,"['Kids', 'Drama']",2003,1.0,6.5,2003,
35266,"['Fantasy', 'Horror', 'Seinen', 'Vampire']","Aug 30, 2017",1.0,5.35,"Aug 30, 2017",
36360,"['Music', 'Kids']","Apr 7, 1965",1.0,4.19,"Apr 7, 1965",
19071,['Kids'],1999,1.0,5.7,1999,
25091,"['Kids', 'Historical']","May 25, 1986",1.0,6.75,"May 25, 1986",
16824,"['Sports', 'Shounen']",1983,1.0,4.61,1983,
19681,"['Comedy', 'Fantasy', 'Kids']","Nov 1, 1965 to Apr 25, 1966",26.0,5.89,"Nov 1, 1965","Apr 25, 1966"
38537,"['Game', 'Kids', 'Magic', 'Super Power']","Aug 18, 2017 to 2017",42.0,6.44,"Aug 18, 2017",2017
11421,"['Adventure', 'Kids']","Jul 30, 1975 to Aug 15, 1975",13.0,5.0,"Jul 30, 1975","Aug 15, 1975"
6384,"['Action', 'Seinen']","Jun 21, 1991 to Dec 21, 1991",2.0,5.94,"Jun 21, 1991","Dec 21, 1991"
24501,"['Comedy', 'Shoujo']","Jul 3, 2014",1.0,5.82,"Jul 3, 2014",
26241,"['Drama', 'Kids']",1999,1.0,6.12,1999,
34116,"['Drama', 'Music', 'Slice of Life']","Sep 5, 2015",1.0,4.92,"Sep 5, 2015",
32227,['Kids'],1959,1.0,4.67,1959,
39378,"['Historical', 'Kids', 'Drama']",Not available,1.0,6.63,Not available,
36152,"['Horror', 'Supernatural']","Sep 5, 2017 to Oct 6, 2017",10.0,5.83,"Sep 5, 2017","Oct 6, 2017"
3973,['Comedy'],"Mar 24, 2008 to Sep 1, 2008",24.0,5.73,"Mar 24, 2008","Sep 1, 2008"
36111,['Music'],"Jun, 2017",1.0,4.34,"Jun, 2017",
21475,"['Comedy', 'Historical', 'Kids']","Mar 14, 1981",1.0,6.57,"Mar 14, 1981",
23575,"['Comedy', 'Historical', 'Kids']","Aug 25, 1980",1.0,6.06,"Aug 25, 1980",
21467,"['Comedy', 'Historical', 'Kids']","Mar 18, 1978",1.0,6.3,"Mar 18, 1978",
14199,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']","Oct 5, 2012 to Dec 21, 2012",12.0,6.65,"Oct 5, 2012","Dec 21, 2012"
19947,"['Action', 'Sports', 'School']","Apr 10, 1978 to Oct 23, 1978",26.0,7.1,"Apr 10, 1978","Oct 23, 1978"
23363,"['Comedy', 'Romance']","Jan 22, 2014",1.0,6.65,"Jan 22, 2014",
9884,['Comedy'],"Feb 5, 1966 to Mar 25, 1967",56.0,6.65,"Feb 5, 1966","Mar 25, 1967"
20081,"['Comedy', 'Slice of Life']","Mar 19, 1996 to Jun 13, 1997",46.0,6.0,"Mar 19, 1996","Jun 13, 1997"
6633,"['Action', 'Adventure', 'Ecchi', 'Fantasy']","Sep 24, 2009 to Dec 10, 2009",12.0,6.65,"Sep 24, 2009","Dec 10, 2009"
6902,['Historical'],"Apr 4, 2010 to Mar 27, 2011",52.0,6.65,"Apr 4, 2010","Mar 27, 2011"
35281,"['Fantasy', 'Kids']",Not available,1.0,5.42,Not available,
32254,"['Game', 'Kids']","Jun 29, 2014",1.0,5.26,"Jun 29, 2014",
31135,['Dementia'],2011,1.0,4.25,2011,
27853,"['Kids', 'School']",2002,1.0,6.08,2002,
40539,"['Kids', 'Music']","Jun 2, 1977",1.0,4.36,"Jun 2, 1977",
26309,"['Drama', 'Kids']",2000,1.0,6.08,2000,
28485,"['Slice of Life', 'Drama']",1996,1.0,5.8,1996,
38538,"['Adventure', 'Fantasy', 'Game', 'Kids', 'Magic']","Mar 20, 2015 to 2015",26.0,6.71,"Mar 20, 2015",2015
33925,"['Adventure', 'Historical', 'Drama', 'Romance', 'Martial Arts']","Jul 21, 2016 to Apr 20, 2017",40.0,7.4,"Jul 21, 2016","Apr 20, 2017"
30981,"['Drama', 'Kids']",1998,1.0,6.8,1998,
8191,"['Comedy', 'Sci-Fi']","Nov 11, 2007 to Nov 17, 2008",26.0,5.72,"Nov 11, 2007","Nov 17, 2008"
39957,"['Music', 'Romance']","Oct 24, 2018",1.0,5.38,"Oct 24, 2018",
34014,['Adventure'],"Dec 22, 2006",4.0,5.86,"Dec 22, 2006",
38147,"['Adventure', 'Slice of Life']","Oct 6, 2018 to Mar 30, 2019",26.0,5.25,"Oct 6, 2018","Mar 30, 2019"
8192,"['Comedy', 'Sci-Fi']","Jan 2, 2010",1.0,5.89,"Jan 2, 2010",
19073,"['Fantasy', 'Kids']",1992,1.0,5.97,1992,
34707,"['Kids', 'Sports']",Not available,1.0,6.85,Not available,
37071,"['Kids', 'Music', 'Space']","Apr 1, 1996",1.0,4.32,"Apr 1, 1996",
34424,['Music'],"Jan 13, 2014",1.0,5.04,"Jan 13, 2014",
3414,['Comedy'],"Apr 1, 2006 to Dec 21, 2006",78.0,5.68,"Apr 1, 2006","Dec 21, 2006"
30268,"['Action', 'Martial Arts', 'Shounen']",2005,1.0,6.38,2005,
38534,"['Game', 'Kids']",2010,40.0,6.1,2010,
10238,['Comedy'],"Jan 22, 2011",1.0,5.13,"Jan 22, 2011",
22887,"['Adventure', 'Kids']","Jul 21, 1967",1.0,6.43,"Jul 21, 1967",
9902,['Kids'],2008,20.0,5.92,2008,
38362,['Music'],"Sep 21, 2018",1.0,4.32,"Sep 21, 2018",
37951,['Kids'],"Oct 12, 2017 to Sep 27, 2018",49.0,5.78,"Oct 12, 2017","Sep 27, 2018"
37950,['Kids'],"Dec 16, 2017 to Jan 6, 2018",3.0,6.33,"Dec 16, 2017","Jan 6, 2018"
31509,[],2009,1.0,7.06,2009,
38306,"['Kids', 'Music']","Oct 3, 1989",1.0,5.14,"Oct 3, 1989",
9518,"['Slice of Life', 'Comedy', 'School']","Oct 24, 2010 to Jan 30, 2011",13.0,6.05,"Oct 24, 2010","Jan 30, 2011"
30938,['Drama'],2000,1.0,6.36,2000,
28483,"['Drama', 'School', 'Slice of Life']",2007,1.0,6.13,2007,
26329,"['Kids', 'Drama']",2006 to ?,1.0,6.91,2006,?
1477,"['Action', 'Comedy', 'Mystery', 'Shounen']","Jan 5, 1996",1.0,7.52,"Jan 5, 1996",
1479,['Shounen'],"Apr 23, 1999",1.0,7.52,"Apr 23, 1999",
21053,['Comedy'],"Apr 26, 2013 to Jun 28, 2013",10.0,5.32,"Apr 26, 2013","Jun 28, 2013"
19965,"['Adventure', 'Fantasy']","Apr 9, 1988 to Jun 25, 1988",12.0,6.57,"Apr 9, 1988","Jun 25, 1988"
1474,"['Action', 'Comedy', 'Mystery', 'Shounen']","Jun 17, 1989",1.0,7.52,"Jun 17, 1989",
27601,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']","Sep 17, 2014",1.0,7.52,"Sep 17, 2014",
12187,"['Comedy', 'Supernatural']","Nov 26, 2011",1.0,7.52,"Nov 26, 2011",
26227,"['Kids', 'Drama']",2002,1.0,6.62,2002,
36396,"['Music', 'Kids']","Dec 3, 1971",1.0,4.17,"Dec 3, 1971",
5251,"['Action', 'Comedy', 'School']","Dec 13, 1996",2.0,7.52,"Dec 13, 1996",
1686,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']","Dec 16, 2006",1.0,7.52,"Dec 16, 2006",
26297,"['Kids', 'Historical', 'Drama']",2001,1.0,6.64,2001,
29709,['Dementia'],1998,1.0,6.0,1998,
39200,['Music'],"Jan 18, 2014",1.0,5.12,"Jan 18, 2014",
39036,['Comedy'],"Mar 18, 2009",1.0,4.52,"Mar 18, 2009",
6231,"['Mystery', 'Shounen']","Apr 18, 2009",1.0,7.52,"Apr 18, 2009",
25109,['Slice of Life'],"Jun 30, 2014 to Sep 30, 2014",2.0,4.92,"Jun 30, 2014","Sep 30, 2014"
2392,"['Adventure', 'Comedy', 'Kids']","Mar 4, 2006",1.0,7.52,"Mar 4, 2006",
37401,"['Kids', 'Music']","Feb 5, 2013",1.0,4.33,"Feb 5, 2013",
16776,['Drama'],"Jan 15, 2005",1.0,5.88,"Jan 15, 2005",
34674,"['Horror', 'Thriller']","Sep 10, 2015",1.0,5.89,"Sep 10, 2015",
29949,['Dementia'],2000,1.0,2.47,2000,
33102,"['Slice of Life', 'Comedy', 'Romance', 'School', 'Shoujo']","Apr 3, 2016",1.0,6.66,"Apr 3, 2016",
39616,['Music'],"Mar 27, 2019",1.0,4.05,"Mar 27, 2019",
35419,['Music'],"Apr 14, 2017",1.0,5.38,"Apr 14, 2017",
31452,"['Sci-Fi', 'Adventure', 'Romance', 'Fantasy', 'Josei']","Jan 7, 2016 to Mar 31, 2016",12.0,6.66,"Jan 7, 2016","Mar 31, 2016"
28549,"['Kids', 'Drama']",2012,1.0,6.38,2012,
28565,"['Drama', 'Kids']",2006,1.0,6.5,2006,
23299,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']","Mar 27, 2014",1.0,6.64,"Mar 27, 2014",
3366,"['Action', 'Sci-Fi', 'Super Power']","Jan 5, 2008 to Jun 28, 2008",26.0,6.64,"Jan 5, 2008","Jun 28, 2008"
36023,"['Action', 'Fantasy', 'Supernatural']","Apr 8, 2018 to Sep 30, 2018",26.0,6.64,"Apr 8, 2018","Sep 30, 2018"
4013,"['Action', 'Adventure', 'Kids']","Oct 3, 1976 to Sep 11, 1977",50.0,6.64,"Oct 3, 1976","Sep 11, 1977"
33607,['Historical'],"Jul 16, 2005",1.0,7.76,"Jul 16, 2005",
840,"['Comedy', 'Romance', 'Sci-Fi']","Apr 5, 2003 to Jun 28, 2003",12.0,6.63,"Apr 5, 2003","Jun 28, 2003"
40478,"['Comedy', 'Slice of Life']","Apr 26, 2019 to Oct 2, 2019",3.0,3.94,"Apr 26, 2019","Oct 2, 2019"
682,"['Fantasy', 'Magic', 'Comedy', 'Harem', 'Romance']","Oct 4, 2001 to Dec 20, 2001",12.0,6.62,"Oct 4, 2001","Dec 20, 2001"
13821,"['Adventure', 'Comedy', 'Slice of Life']","May 12, 2012",1.0,5.27,"May 12, 2012",
40452,"['Kids', 'Music', 'Slice of Life']","Jun 1, 2017",1.0,5.13,"Jun 1, 2017",
26229,"['Drama', 'Kids']",2003,1.0,6.45,2003,
32832,"['Drama', 'Slice of Life']","Jul 9, 2016",1.0,6.91,"Jul 9, 2016",
39540,['Dementia'],2009,1.0,4.54,2009,
21201,"['Comedy', 'School', 'Shounen', 'Sports']","Oct 25, 2013",2.0,6.6,"Oct 25, 2013",
34453,"['Music', 'Sports']","Mar 25, 2016",1.0,6.59,"Mar 25, 2016",
684,"['Fantasy', 'Magic', 'Romance']","Mar 6, 2003 to Apr 3, 2003",11.0,6.59,"Mar 6, 2003","Apr 3, 2003"
2766,"['Adventure', 'Magic', 'Comedy']","Oct 6, 1998 to Sep 28, 1999",52.0,6.59,"Oct 6, 1998","Sep 28, 1999"
35458,"['Magic', 'Supernatural']","Apr 21, 2017",1.0,6.59,"Apr 21, 2017",
11177,"['Game', 'Kids']","Oct 2, 2011 to Sep 30, 2012",52.0,6.57,"Oct 2, 2011","Sep 30, 2012"
31048,['Music'],"Aug 29, 2014",1.0,6.57,"Aug 29, 2014",
13253,['Music'],"Mar 24, 2012",1.0,6.57,"Mar 24, 2012",
5002,"['Action', 'Drama', 'Shounen', 'Sports']","May 10, 1986 to Dec 16, 1986",2.0,6.57,"May 10, 1986","Dec 16, 1986"
31128,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Supernatural']","Jul 5, 2015",1.0,6.57,"Jul 5, 2015",
10055,['Shounen'],1996,1.0,6.57,1996,
55,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Sci-Fi']","Apr 5, 1999 to Sep 11, 1999",26.0,6.57,"Apr 5, 1999","Sep 11, 1999"
16518,"['Adventure', 'Fantasy', 'Shounen']","Apr 9, 2013 to Jul 2, 2013",12.0,6.57,"Apr 9, 2013","Jul 2, 2013"
591,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Supernatural']","Jul 1, 2005 to Sep 16, 2005",12.0,6.57,"Jul 1, 2005","Sep 16, 2005"
312,"['Action', 'Drama', 'Sports']","Oct 25, 1989 to Apr 25, 1990",12.0,6.57,"Oct 25, 1989","Apr 25, 1990"
12039,['Comedy'],"Apr 15, 1988 to Mar 28, 1989",45.0,6.58,"Apr 15, 1988","Mar 28, 1989"
5742,"['Action', 'Adventure', 'Space', 'Sci-Fi']","Dec 31, 1981",1.0,6.58,"Dec 31, 1981",
22335,"['Comedy', 'School', 'Shounen', 'Sports']","Jan 24, 2014",2.0,6.58,"Jan 24, 2014",
2031,"['Action', 'Adventure', 'Fantasy', 'Magic']","Apr 7, 2007 to Jun 30, 2007",13.0,6.58,"Apr 7, 2007","Jun 30, 2007"
13755,['Music'],1988,1.0,6.58,1988,
10611,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']","Jul 10, 2011 to Sep 25, 2011",12.0,6.58,"Jul 10, 2011","Sep 25, 2011"
39914,"['Kids', 'Music']","Oct 1, 1996",1.0,4.52,"Oct 1, 1996",
37192,"['Music', 'Kids']","Aug 1, 1984",1.0,4.33,"Aug 1, 1984",
39202,['Music'],"Jul 1, 2015",1.0,4.72,"Jul 1, 2015",
10797,"['Comedy', 'School']","Jun 6, 2011 to Mar 28, 2014",425.0,5.74,"Jun 6, 2011","Mar 28, 2014"
34708,['Slice of Life'],"Apr 20, 2016",1.0,4.44,"Apr 20, 2016",
21101,"['Adventure', 'Kids']","Jul 12, 1995",1.0,6.05,"Jul 12, 1995",
14039,"['Action', 'Sci-Fi']","Jul, 2012",1.0,7.25,"Jul, 2012",
27723,"['Kids', 'Fantasy']","Oct 5, 2002 to Apr 5, 2003",26.0,6.11,"Oct 5, 2002","Apr 5, 2003"
28361,"['Slice of Life', 'Comedy', 'Shoujo']","Sep 30, 2014",1.0,4.59,"Sep 30, 2014",
32623,"['Fantasy', 'Historical']",1960,1.0,4.78,1960,
35168,['Kids'],Not available,1.0,6.82,Not available,
28571,"['Drama', 'Kids']",2005,1.0,6.64,2005,
40479,"['Adventure', 'Slice of Life']","Apr 14, 2019",3.0,4.37,"Apr 14, 2019",
9371,"['Adventure', 'Mystery', 'Kids', 'Fantasy']","Oct 8, 2010 to Apr 15, 2011",26.0,5.33,"Oct 8, 2010","Apr 15, 2011"
20127,"['Comedy', 'Seinen', 'Slice of Life']","Oct 17, 1989 to Dec 21, 1990",59.0,6.19,"Oct 17, 1989","Dec 21, 1990"
37190,"['Music', 'Kids']","Oct 5, 1966",1.0,4.39,"Oct 5, 1966",
27841,['Kids'],"Sep 11, 1998",2.0,6.86,"Sep 11, 1998",
38848,['Dementia'],2012,1.0,4.08,2012,
20123,"['Comedy', 'Slice of Life']","Mar 31, 2003 to Sep 26, 2003",130.0,5.41,"Mar 31, 2003","Sep 26, 2003"
1141,"['Adventure', 'Drama', 'Fantasy', 'Romance']","Mar 16, 2002",1.0,6.58,"Mar 16, 2002",
29491,"['Kids', 'Fantasy']","Mar 17, 2012",1.0,6.0,"Mar 17, 2012",
32383,"['Comedy', 'Parody']","Jan 29, 2016 to Jul 29, 2016",7.0,6.58,"Jan 29, 2016","Jul 29, 2016"
